pay_to,networks,n_listed_urls,example_url
0xb9fae1e2aa1a508bbafd511b804b7067fe5a3986,eip155:8453,1,https://verifier.vevang.com/verify
0xbaee67b881e486f1b9f4518305224e9a8d380d9b,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68dcbb9bab3e24a6307ad4df
0xbbb5b8edfd4475c9b0a1ab4fb27cf0ea058a7612,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f9dc2cc87f09b659143f7d
0xbfa3886b99ba2e2d1573cb09e57d9bb2a35a96b2,eip155:8453,1,https://agents.datalegion.ai/company/base
0xc14cabceba0158e5335124febf618c916e3d2804,base-sepolia,2,https://api-dev.intra-tls2.dctx.link/x402/agent/qrn:agent:68ee0521d8b26d2e2dff7dc3
0xc876b4a072fcedbd4a0febba467e9c8d0592ace7,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f9d6e4d73a623984833433
0xc91d3d75a91ce53096c4956e037da5a7e54144e9,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68dd145f642815754d3ec176
0xc9c2bef6138f217cd58631314b976398c8f5e679,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68e9cf3fb3955a431305fb2d
0xcbac33e6ee371b44a0d4a69500af491dde88c7b6,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/agent/qrn:agent:68ce54b51f3dbc744518a415
0xcc42ed39a06b6cf3f484307ef76b88bf56fb305f,eip155:8453,5,https://runwayoracle.com/v1/oracle/v3/lax-edge
0xcd5cac332866383842e5d48c4c40a606b5d8da79,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/agent/qrn:agent:68ee165dd8b26d2e2dffa01c
0xcee4259fae5931078cd3ed030180e55f11bb9f35,eip155:84532,5,https://2s-jwnd2jdga-alleyford.vercel.app/api/business/naics
0xcfcfadebb195641bad24c126b2712e21aad205a8,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68ef4434edb2088cc0dd6a8a
0xd5ffec8c15430bf3299d34c73c80c9780650dea9,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f2093d9c162996ee72e5f6
0xd774e78fe58112e8eff9504747be84132d45dfc8,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f8a3df58169e9431c148f0
0xd994d8b57c3516a5e0fcc3730e1a75a6d2655e9b,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f21a481964b63f34ad8bd9
0xda60f4d061fc9acf3b107123f0bf44c293b328d0,eip155:196,1,https://api.messari.io/news/v1/news/feed
0xda9c842c68b9fe584f0d9757eebfd607b33fb680,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68ee196ed8b26d2e2dffacf0
0xdb122d27d5e6009a05c9def954672d1e02cc93cb,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68ef7e429c48f862fcc4d377
0xdc1e2362c6990aac6f9fcf19f9272a720ed5ff5a,eip155:8453,1,https://api.agentwonderland.com/x402/endpoints/twitterx-search
0xdcfbbddd3cfeb5d1372d0aed96b2b4fd70ea6b65,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f886b57aa0f71b3c5e9a50
0xddc61c9781abc70e83daf3aadb9b3d7be0fc3ed7,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/agent/qrn:agent:687f3708eb51e7d6d6849d8c
0xde040fe96b65b7136f85382f727791d9681345da,eip155:8453,1,https://agents.datalegion.ai/person/premium/no-pii
0xdee1ed75a413925a002decaf35351c76501bf6f1,base-sepolia,2,https://api-dev.intra-tls2.dctx.link/x402/agent/qrn:agent:68230489d973977d61d66e9d
0xdf3c25dc91f451c8609e9cbe951139f8fe80948b,base-sepolia,1,https://ppv.mypinata.cloud/x402/cid/bafkreidodycl6n4ns7qqp32ywljst5lfgdy6kdyke4b5v6rgbaimggrsx4
0xdf7c9fa8001486a78d997398848a8e659b1b994e,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f8b26f88e91d0ba6c9abe2
0xe5ebeb418d34b94549345f74e57c9dc1e69515ab,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68ee15b82c00f5ed07016fef
0xe688f1f2cc1a0aa5bd50321dd5851908ab291265,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68ef480bedb2088cc0dd77e9
0xe8f330c6b25fc2dc73e854921f53f504414147e2,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:6878d00a66c4580268017ead
0xeae48f1e0d58a58bdff4bce24941c8d80f71a999,base,2,https://25eea783-b936-4296-ac87-c0e08276cd6c-00-1gb08v8hk77v0-l5j0cc5r.riker.replit.dev/api/products
0xeb0f33317a183006c242bd0ba48fd46843854cc8,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f205c640f924c075ec7efb
0xeb22cc45bd3d3e52b32506e2d45b4bee9c78f470,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/agent/qrn:agent:68355af5edb8edd20e1c362d
0xeb7d70ee9adcfb9a8406cef7b8523342b3ea4f8d,eip155:8453,1,https://agents.datalegion.ai/person/premium
0xee82eba6a96b8dcd2a9ba4e3e29333101bf32983,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f9c5f80f57b44388faa66c
0xeec22e22a3e7f2f32e5239485e5c35a12b14587d,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f89e4b88e91d0ba6c96885
0xf1cfb831fc97a6f744fff73ae285b66161819c75,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68ee183c2c00f5ed07017086
0xf1f51bda16db595d98e28d32993fd6144ebd77ab,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68fa0ad0c87f09b65914cfe8
0xf3689e361d97ccba63fe07dfc06a345f69b26950,base-sepolia,1,https://x402-chat-tau.vercel.app/api/agents/create
0xf4df7d4a42fcb844d4c651ae5c0312215d5222f2,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f9e06d8c694476d90dc818
0xf5b59aa4d23621b382ac56465e2a78432ce768ca,eip155:137,1,https://agents.allium.so/api/v1/explorer/queries/run-async
0xf67a70744cca9727d9585b3db13cd747424021f5,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f8a31888e91d0ba6c976f7
0xf709569c055bff0cdd342d9a25bd1b9ea2859a2a,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f1fc7f9c162996ee72c8ba
0xf752eeb75d3bea24aa867ad93bfd8ef5a2f431b9,eip155:8453,3,https://websearch.use.x402atlas.com/extract
0xfd4e26c2defdbdb065abae593ef9065318973e42,base-sepolia,1,https://api-dev.intra-tls2.dctx.link/x402/swarm/qrn:swarm:68f2201e41f49aa685b2936f
13k3covdPH54hWfmb5wVv3w6QrupKndNM8LxYX4YTQAe,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://agents.allium.so/api/v1/developer/prices/history
2147pBT4LxoszjvLeGRxyVzpRnMi986VH3FAoprSs8Ez,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,87,https://store.agentexchange.work/agent/enterprise-integration
2BTzdCAcCLaNA2SSZ1YjJvTtscNCpUMUEjLY3LyBpNMk,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,10,https://address.agentic-jp.com/normalize
2VS2kvhZU5doNpweAQ34wxwXqPdVvEdR35K92CzsEoH1,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,4,https://voidfeed.ai/v1/content/extract/dataset/latest
2h752kAbb9z1jpdSzqMEYg9JHv6TPJ6T2BfAJMyjLFtZ,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,28,https://api.seerium.xyz/v1/agent-output
2hAXt3sb2GZrtXx4ae4Ywc7enqrE191nktyL5k2nWSfg,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,2,https://hypernatt.com/api/m2m/liq-radar
2pEvMTTR9AXvzLUxoP2ithWCHpLyiCDRo3KmvZSjVfUp,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,5,https://stable-merch-git-rfs-checkout-nites-merit-systems.vercel.app/api/ucp/checkout-sessions/stablemerch%3Acheckout%3Acmqimhb4t0000jv04tulgnnqp/complete
3H8oRdbRf18b2aaMVBfgJVDhnjhiXjCVTP5ZnNmPuikb,solana,4,https://emc2ai.io/x402/bitquery/candles/raw
45q8KyCAGSHHd6qYP2ZkEJh22SzeQeXRfyFsENcx3KN6,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://api.intelica.dev/intel
4NeaPHVMpt39Q8w35uU3haiesytL83Hb4LGWSVdZxdVr,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,12,https://cryptointel-production.up.railway.app/contract-check
4du4AfkxFvtqEWaoRWrifoSXCknuMpAGh3BXrFPFvXFh,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,3,https://tick.hugen.tokyo/tick/all
4eXmvApCcE8wiEWRjoDAfN5Jpdi2UFKTJ9irswV9dkX2,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,6,https://chain-analyzer.com/api/v1/x402/address/:address/risk-score
4mrVHqtDj5ctVbsFGPWSyXuykvw3K9U2rwsGfMKMvHeK,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,7,https://codex.everygoodwork.io/:address/e2e-test-1771113668931
520ca7be-8ffe-4b50-ba8a-c1d8d6c2141a,lightning:mainnet,4,https://emc2ai.io/x402/bitquery/candles/raw
5GRGZVUNRF2S4BY2TNRBCUCKUOT3H6BP56ACPCZVGR3ISTTRRSSB2RGJGI,algorand:SGO1GKSzyE7IEPItTxCByw9x8FmnrCDexi9/cOUJOiI=|algorand:wGHE2Pwdvd7S12BL5FaOP20EGYesN73ktiC1qzkkit8=,20,https://api.carbon-cashmere.de/v1/bittensor-derivatives/alpha-price-history/:netuid
5GVtTRtmVohXs6ADYhN2tx11Hy882ZpGWQhGeQ7o8dTpZ3qU,polkadot:2f0555cc76fc2840a25a6ea3b9d68e50,1,https://blockmachine.io/user-management-api/x402/api-keys
6X7E1kWxiDb9KMVBWpj1vhGLngaH9nBJS31YUyrG2mwq,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,96,https://agents.gedx402.com/v1/agents/:action
6XcSfqJHr9vNW2vbiRaMqUYVm7shDgLepca54wUTDPN5,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,42,https://api.aidress.ai/pay/agent_ottoai_crypto_news
6u5LMGQC2qk9peNibahmRWxGVXrBypk8nhTCcqtiuqMY,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,62,https://stabletravel.dev/api/activities/by-square
6ykReP1sjEudsBC7YR7fgCzhezTGPwKa9utjfXrnNEig,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://agents.allium.so/api/v1/developer/prices/at-timestamp
8VZEQmHM8ADqTSWMtnn3cMmevBaR1E8xrrzm2zf81g2U,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,13,https://socialx402.com/api/sc/facebook/adLibrary/company/ads
8WhWE8YgY5QBWyLowEHuaZiWdwDM3SrgDk36xYBNvYNS,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,35,https://gateway.spraay.app/api/v1/analytics/txhistory
8iXcsEsCMEENEFPJiPNRzuWMqgspE2J1HDbFVvZzrEwB,solana:EtWTRABZaYq6iMfeYKouRu166VU2xqa1,6,https://cleared.ink/wan/generate/480p
8sb5cwywZMyskDFBnPsaYJC3jwEkjDJtb3oVrhDMzF5Y,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://agents.allium.so/api/v1/developer/wallet/balances/history
8wWaMkeydbXDwbZCju6UJaf2eShT3LcN2XDGeYBX8R3i,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://mobile-independance.vercel.app/allora/price
95cEGd2gL7dxaXBYRuunWTxE1rxDojzWjVYhT6LJGZB7,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://sentineltrust.xyz/v1/reputation
95xcrFtRVn2fkoAKiCUKxPpTc1GN8MTyonVwLFfJfzux,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://stableupload.dev/api/site/renew
9ZJQFeMPrHkukzv8UQ4z6yxKKBCg9RUqkCzrGZYc8LF,solana,1,https://x402.browserbase.com/browser/session/create
9xj8PZ8GEoqmvtcLuB4npts55ahnj8erZ7fF4DhwfF5n,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://agents.allium.so/api/v1/explorer/queries/run-async
9ymPsY1zKH1tyqBJedYXUEp5U3WG9mGSK44mRUXeeLDK,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,3,https://stable-media-git-ben-test-agentcash-router-pr-212-merit-systems.vercel.app/api/genres/list
Ae1uowYSjbH47uCiZMmc51Aqxf964b1Fs4d1bjaPmMN6,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,24,https://api.invoket.com/climate/aggregate
AifT6piHJ957oqgeRVLAiAmvm3dJ3rLnD2EVck6Msf7k,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,10,https://api2ls.com/api/balance
AytHnvc6bZx1ALTy7b5Px7hcavoSYszG9aeKvDcZ8R1u,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,73,https://api.agentstools.dev/code
B7JydR7WRbWy5vjZjQoikyRhj6HXz6C7x7zzNFGQRFDb,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,10,https://stabletickets.dev/api/attractions/details
BivxyYXnSVf1ugodV3y1CHzFGa2DqasBNMQienDXC4r3,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,41,https://api.gocreativeai.com/v1/census/business-state/:var1
CCM8i6pzPYvH9W8FLKivKhrfeKzmf1oJAhMpCGSAFS18,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://base-sol-rugcheck.vercel.app/api/rugcheck
CHHWRYyo8exGvcLGn3AxzHEZseLZDTnq3FaYkzZVQDQr,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,28,https://readx.1x402.sh/api/:name
CawPXxATKM9iBPc2o6FRzu9LbvzZWcepD9akwZkbDyDo,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,2,https://api.munition.io/v1/airports/search
D6GAZpvvLe8aUi9qZEDTXPERHpP3pwAgaeucp9ib1fW,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,48,https://stable-financial.vercel.app/api/company/facts
DTsX7PxG2Qya5m2Ysfjq4eEYXmmYrmt5MHgJQ7bEQsNT,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,4,https://stable-jobs-git-ben-test-agentcash-router-pr-212-merit-systems.vercel.app/api/coresignal/job-search
DnpefxqxUYSPZ6tFtWe7WFUVpACJ8LifeyafRJZvmvkA,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,18,https://centry.cybercentry.co.uk/api/services/cyber_security_consultant
EMwHXkEUR878JcCd3v5nrgK3fc9psQ3sNkAvEmaCSt7J,solana:EtWTRABZaYq6iMfeYKouRu166VU2xqa1,1,https://agent-proxy.alchemypreview.com/v1/x402-testnet/ceef02c90939785a/echo/
FJqAJ4dXkFbrp3EEo8E9x98iaBGUQwaU8Srz5ePfUXLH,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,77,https://x402-deployer.x402-deployer.workers.dev/hacker-news-search
FehC2Hu4ocQnxNWhpePQNV4kwPA2v6oHaaLnuXJXUwtn,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://law-mcp.toulaw.workers.dev/api/v1/search
FtDZJuEkZAb53tSYL5uhRMa7sSx2F8EuST4b7nh5aFpd,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,4,https://gate402.app/v1/dedup
GB6QDRW5UL42MGAGG6ELQ43YMEMKNBXYDQJ72HVFHEPB23ROWPKDPR7I,stellar:pubnet,15,https://api.molty.cash/0xharryweb3/a2a
GCB5WZT5VCBBATGMQMTB6TLUXD6KQC6N5ITRWK3CCP4J3YOCE45FA2GO,stellar:pubnet,3,https://app.heinrichstech.com/v1/cdp/chain/erc20-balance
GDYFWCUFLG7MZAITOOVITYDNCLVJXWJ7OASYJAJPPOTONUQRNBCRO2VP,stellar:pubnet,1,https://api.carbon-cashmere.de/v1/network/:var1
GXTcDuC5mPnmbWSza92FcX9zSmp8QuPpFh6n1ad9c9zM,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,6,https://utilsforagents.com/v1/diff
HJfYcc2XtmrLgr4kze6kdp1JNHsqrdfJiHucpKNQaoJe,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,12,https://aviationapis.com/aircraft-position
J7aN3PLJnTCF5qpEnvJHJsnCjcGuqC2rYtEM8Gv3xwg,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1022,https://agent402.tools/api/add-time
fpsaoRu3UYL8zf5or24iRhDZiTzBrGNT2FRLu8sqpmN,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,1,https://search.reversesandbox.com/web/search
giu4VciTkfWJNG1oeP6SzHEJwmabikJSMB91GaFNWE4,solana:5eykt4UsFv8P8NJdTREpY1vzqKqZKvdp,3,https://api.veradata.dev/sanctions
keeta_aabaolle2k3hceayy4vkyw7smgl35o5wbqeebt2fibyx5sxxodneqb2rmwqkjci,keeta:main,34,https://silverback-x402.onrender.com/api/v1/agent-discover
noble1z5g7vts3pfjsgschfjrhq5s3ze6etxjl5lj2rj,cosmos:noble-1,458,https://proxy.suverse.io/v1/data/base-contract-info
profile_61UblfO0ibSQRAFmJA6UblfOPtSQqKKZteuGBu3km7po,stripe:live,14,https://api.molty.cash/0xharryweb3/a2a
rfryheo6yzFdLWj8qUQtZc7zG9MKkBkUEy,xrpl:0,3,https://app.heinrichstech.com/v1/cdp/chain/erc20-balance
urn:x402:agent-pay:see-quote,aws:base,1,https://x402.tavily.com/search
